VOYAGEID,ARRPORT,CAPTAINA,CREW1,CREW2,D1SLATRA,D1SLATRB,D1SLATRC,DATARR32,DATARR33,DATARR34,DATEDEP,DATEDEPA,DATEDEPAM,DATEDEPB,DATEDEPC,DATEEND,DATELAND1,DATELAND2,DEPTREGIMP,DEPTREGIMP1,DLSLATRA,DLSLATRB,DLSLATRC,EMBPORT,EMBPORT2,EMBREG,EMBREG2,EVGREEN,FATE,FATE2,FATE3,FATE4,MAJBUYPT,MAJBYIMP,MAJBYIMP1,MAJSELPT,MJBYPTIMP,MJSELIMP,MJSELIMP1,MJSLPTIMP,NATINIMP,NATIONAL,OWNERA,OWNERB,OWNERC,PLAC1TRA,PLAC2TRA,PLAC3TRA,PLACCONS,PLACREG,PORTDEP,PORTRET,PTDEPIMP,REGARR,REGARR2,REGDIS1,REGDIS2,REGDIS3,REGEM1,RIG,SAILD1,SAILD2,SAILD3,SAILD4,SAILD5,SHIPNAME,SLA1PORT,SLAARRIV,SLADAFRI,SLADAMER,SLADVOY,SLAMIMP,SLAS32,SLAXIMP,SLINTEN2,SLINTEND,SOURCEA,SOURCEB,SOURCEC,SOURCED,SOURCEE,SOURCEF,SOURCEG,SOURCEH,TSLAVESD,TSLAVESP,TSLMTIMP,VOY1IMP,VOY2IMP,VOYAGE,VYMRTIMP,VYMRTRAT,XMIMPFLAG,YEAR5,YEAR10,YEAR25,YEAR100,YEARAF,YEARAM,YEARDEP,YRCONS,YRREG,filter_$
933,,,,,,,,12,11,1828,,,,,,,1828-11-12,,,,,,,,,,,TRUE,1,1,14,1,,60900,60000,36199,60999,36100,30000,36199,10,,,,,,,,,,,,,,,36100,,,,,,,,,,,36199,500,,,,500,,608,,,"PP,1845,XLIX:593-633",,,,,,,,,,,,,,,,135,66,33,14,1800,1828,1828,1828,,,0
934,,,,,,,,25,11,1828,,,,,,,1828-11-25,,,,,,,,,,,TRUE,1,1,14,1,,60900,60000,36199,60999,36100,30000,36199,10,,,,,,,,,,,,,,,36100,,,,1,,,,,,Entrepreneur,36199,212,,,,212,,234,,,"PP,1845,XLIX:593-633",,,,,,,,,,,,,,,,20,66,33,14,1800,1828,1828,1828,,,0
935,,,,,,,,4,12,1828,,,,,,,1828-12-04,,,,,,,,,,,TRUE,1,1,14,1,,60900,60000,36199,60999,36100,30000,36199,10,,,,,,,,,,,,,,,36100,,,,,,,,,,,36199,130,,,,130,,158,,,"PP,1845,XLIX:593-633",,,,,,,,,,,,,,,,135,66,33,14,1800,1828,1828,1828,,,0
936,,,,,,,,10,12,1828,,,,,,,1828-12-10,,,,,,,,,,,TRUE,1,1,14,1,,60900,60000,36199,60999,36100,30000,36199,10,,,,,,,,,,,,,,,36100,,,,,,,,,,,36199,200,,,,200,,243,,,"PP,1845,XLIX:593-633",,,,,,,,,,,,,,,,135,66,33,14,1800,1828,1828,1828,,,0
937,,,,,,,,13,12,1828,,,,,,,1828-12-13,,,,,,,,,,,TRUE,1,1,14,1,,60900,60000,36199,60999,36100,30000,36199,10,,,,,,,,,,,,,,,36100,,,,,,,,,,,36199,180,,,,180,,219,,,"PP,1845,XLIX:593-633",,,,,,,,,,,,,,,,135,66,33,14,1800,1828,1828,1828,,,0
938,,,,,,,,5,1,1829,,,,,,,1829-01-05,,,,,,,,,,,TRUE,1,1,14,1,,60900,60000,36199,60999,36100,30000,36199,10,,,,,,,,,,,,,,,36100,,,,2,,,,,,Folie,36199,114,,,,114,,127,,,"PP,1845,XLIX:593-633",,,,,,,,,,,,,,,,25,66,33,14,1800,1829,1829,1829,,,0
939,,"Zavela, J R",,,,,,7,11,1829,1829-04-01,1,,4,1829,,1829-11-07,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,1,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Ligera,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/90","IUP,ST,12/A/88,89",,,,,,,,,220,,,,,25,66,33,14,1800,1829,1829,1829,,,0
940,,"Urquijo, D",,,,,,24,11,1829,1829-06-14,14,,6,1829,,1829-11-24,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,1,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Amistad Habanera,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","FO84/92,Macleay,29.07.21","IUP,ST,13/A/90","IUP,ST,12/A/88,89",,,,,,,,163,,,,,25,66,33,14,1800,1829,1829,1829,,,0
941,31399,"Garcia, Francisco",16,,,,,21,11,1829,1829-02-18,18,,2,1829,,1829-11-21,,31300,30000,,,,,,,,TRUE,122,1,3,3,60213,60200,60000,31399,60213,31300,30000,31399,3,,Busto,Inclan,,60213,,,,,31312,,31312,31300,,31300,,,60200,2,,,,,,Gallito,31399,136,,,9,135,,144,,,"PP,1845,XLIX:593-633","FO84/92,Macleay,29.12.02","PP,1831,XIX:77","FO313/57,ff.156-71",,,,,144,,144,276,,,9,0.06,25,66,33,14,1800,1829,1829,1829,,,0
942,,"Granell, F",54,,,,,7,12,1829,1829-02-14,14,,2,1829,,1829-12-07,,10100,10000,,,,60673,,60600,,TRUE,49,1,14,1,,60600,60000,31312,60673,31300,30000,31312,3,1,"Tinto, Jayme",,,,,,,,10102,,10102,,,31300,,,,40,,,,,,Nueva Amalia,31312,,,,,421,,449,,,"PP,1845,XLIX:593-633","FO84/92,Macleay,29.12.30","IUP,ST,12/A/89","Sosa,48-9,73,77",,,,,,,,296,,,,,82,66,33,14,1800,1829,1829,1829,,,0
943,31312,"Romero, Francisco",,,,,,10,12,1829,1829-07-30,30,,7,1829,,1829-12-10,,10100,10000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31312,60999,31300,30000,31312,3,,Campo Labierreta y Martinez,,,,,,,,10104,,10104,31300,,31300,,,,51,,,,,,Maria,31312,,,,,270,,284,,,"PP,1845,XLIX:593-633","IUP,ST,12/A/89","FO84/94,Bosanquet,29.07.30","AHNM, Estado, leg. 8022, 19",,,,,,,,133,,,,,91,66,33,14,1800,1829,1829,1829,,,0
944,31312,"Torralvo, F",,,,,,16,1,1830,1829-02-06,6,,2,1829,,1830-01-16,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31312,60999,31300,30000,31312,3,,,,,,,,,,31312,,31312,31300,,31300,,,,51,,,,,,Herculina,31312,,,,,270,,284,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/90,92","AHNM, Estado, leg. 8033, 28",,,,,,,,,344,,,,,91,66,33,14,1800,1830,1830,1829,,,0
945,31312,"Aldecoa, M",,,,,,19,1,1830,1829-05-01,1,,5,1829,,1830-01-19,,31300,30000,,,,,,,,TRUE,49,1,14,1,,60900,60000,31323,60999,31300,30000,31323,3,,,,,,,,,,31312,,31312,31300,,31300,,,,51,,,,,,Aerostatica,31323,,,,,270,,284,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/90,92","AHNM, Estado, leg. 8015, 7","AHNM, Estado, leg. 8033, 28",,,,,,,,263,,,,,91,66,33,14,1800,1830,1830,1829,,,0
946,31312,"Tobares, J",,,,,,21,1,1830,1829-06-01,1,,6,1829,,1830-01-21,,31300,30000,,,,60673,,60600,,TRUE,1,1,14,1,,60600,60000,31312,60673,31300,30000,31312,3,1,,,,,,,,,31312,,31312,31300,,31300,,,,51,,,,,,Marinerito,31312,560,,,,560,,588,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/90,92","AHNM, Estado, leg. 8022, 22",,,,,,,,,234,,,,,91,66,33,14,1800,1830,1830,1829,,,0
947,,"Carbo, M",,,,,,4,2,1830,1829-02-04,4,,2,1829,,1830-02-04,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,"Tinto, Jayme",,,,,,,,31312,,31312,,,31300,,,,1,,,,,,Aguila,31399,,,,,444,,490,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/90,92","FO84/91,Macleay,29.06.24","Sosa,63-4",,,,,,,,365,,,,,20,66,33,14,1800,1830,1830,1829,,,0
948,,"Martinez, J",,,,,,5,2,1830,1829-05-02,2,,5,1829,,1830-02-05,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Prueba,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/90,92",,,,,,,,,,279,,,,,25,66,33,14,1800,1830,1830,1829,,,0
949,,"Diaz, C",,,,,,13,2,1830,1829-08-10,10,,8,1829,,1830-02-13,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Primera,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","FO84/117,Findley,Smith,31.03.16","IUP,ST,13/A/91,92",,,,,,,,,187,,,,,25,66,33,14,1800,1830,1830,1829,,,0
950,,"Manegat, P",,,,,,16,2,1830,1829-06-14,14,,6,1829,,1830-02-16,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Planeta,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/90,92",,,,,,,,,,247,,,,,25,66,33,14,1800,1830,1830,1829,,,0
951,,"Escardo, Jose",,,,,,22,2,1830,1829-06-01,1,,6,1829,,1830-02-22,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Segun El Tiempo,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/90,92",,,,,,,,,,266,,,,,25,66,33,14,1800,1830,1830,1829,,,0
952,31312,"Isquierdo, M",,,,,,23,2,1830,,,,11,1829,,1830-02-23,,10100,10000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,Campo Labierreta y Martinez,,,,,,,,10104,,10104,31300,,31300,,,,1,,,,,,Marinero,31399,,,,,444,,490,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/92","AHNM, Estado, leg. 8022, 19",,,,,,,,,,,,,,20,66,33,14,1800,1830,1830,1829,,,0
953,,"Zavala, J B",,,,,,26,2,1830,1829-08-12,12,,8,1829,,1830-02-26,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Potosi,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/91,92",,,,,,,,,,198,,,,,25,66,33,14,1800,1830,1830,1829,,,0
954,,"Aurteneche, J M",,,,,,2,3,1830,1829-08-18,18,,8,1829,,1830-03-02,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Tentativa,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/91,92",,,,,,,,,,196,,,,,25,66,33,14,1800,1830,1830,1829,,,0
955,31312,"Gonzales, J",,,,,,2,3,1830,1829-03-28,28,,3,1829,,1830-03-02,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31312,60999,31300,30000,31312,3,,,,,,,,,,31312,,31312,31300,,31300,,,,51,,,,,,Segunda Gallega,31312,,,,,270,,284,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/92","AHNM, Estado, leg. 8033, 28",,,,,,,,,339,,,,,91,66,33,14,1800,1830,1830,1829,,,0
956,,"Cortina, J A",,,,,,16,3,1830,1829-02-22,22,,2,1829,,1830-03-16,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,1,,,,,,,,,31312,,31312,,,31300,,,,1,,,,,,Rapido,31399,,,,,444,,490,,,"PP,1845,XLIX:593-633","FO84/94,Bosanquet,29.07.30","IUP,ST,13/A/90,92",,,,,,,,,387,,,,,20,66,33,14,1800,1830,1830,1829,,,0
957,,"Vardier, D",,,,,,24,3,1830,1829-05-31,31,,5,1829,,1830-03-24,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Manuelita,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/90,92",,,,,,,,,,297,,,,,25,66,33,14,1800,1830,1830,1829,,,0
958,,"Cabieses, F",,,,,,7,4,1830,,,,,,,1830-04-07,,,,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,,,,,,,,,,,,,,31300,,,,2,,,,,,Gallega,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/92",,,,,,,,,,,,,,,25,66,33,14,1800,1830,1830,1830,,,0
959,,"Ricoma, V",,,,,,10,4,1830,,,,,,,1830-04-10,,10100,10000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31316,60999,31300,30000,31316,3,1,,,,,,,,,10102,,10102,,,31300,,,,2,,,,,,S Rosa,31316,300,,,,300,,333,,,"PP,1845,XLIX:593-633","PP,1831,XIX:98","FO84/107,Macleay,30.04.30","IUP,ST,13/A/92",,,,,,,,,,,,,25,66,33,14,1800,1830,1830,1830,,,0
960,31323,"Rivet, J",15,,,,,9,4,1830,,,,,,,1830-04-09,,31300,30000,,,,,,,,TRUE,122,1,3,3,60624,60600,60000,31399,60624,31300,30000,31399,3,1,,,,60624,,,,,31323,,31323,31300,,31300,,,60600,2,,,,,,Santiago,31399,105,,,39,105,,144,,,"PP,1845,XLIX:593-633","FO84/107,Macleay,30.05.06","FO313/57,ff.172-80",,,,,,144,,144,,,,39,0.27,25,66,33,14,1800,1830,1830,1830,,,0
961,31312,"Ricoma, Jaime",,,,,,,4,1830,,,,12,1829,,,,10100,10000,,,,60673,,60600,,TRUE,49,1,14,1,,60600,60000,31399,60673,31300,30000,31399,3,,"Tinto, Jayme",,,,,,,,10102,31312,10102,31300,,31300,,,,8,,,,,,Catalana,31399,,,,,369,,411,,,"PP,1845,XLIX:593-633","FO84/107,Macleay,30.05.28","Sosa,67,71-2","AHNM, Estado, leg. 8016, 27",,,,,,,,,,,,,44,66,33,14,1800,1830,1830,1829,,,0
962,31312,"Villavaso, Jose Lucas",,,,,,,4,1830,,,,,,,,,,,,,,,,,,TRUE,49,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,1,,,,,,,,,,,,31300,,31300,,,,8,,,,,,Andromaca,31399,,,,,369,,411,,,"PP,1845,XLIX:593-633","FO84/107,Macleay,30.06.16","AHNM, Estado, leg. 8015, 10",,,,,,,,,,,,,,44,66,33,14,1800,1830,1830,1830,,,0
963,31323,"Lescaya, Fernando",20,,,,,22,6,1830,1829-10-29,29,,10,1829,,1830-06-22,,31300,30000,,,,,,,,TRUE,122,1,3,3,60622,60600,60000,31399,60622,31300,30000,31399,3,1,,,,60622,,,,,31323,,31323,31300,,31300,,,60600,5,,,,,,Emilio (a) Caesar,31399,190,,,20,190,,210,,,"PP,1845,XLIX:593-633","IUP,ST,12/A2/112-17","FO313/58,ff.1-18",,,,,,210,,210,236,,,20,0.1,38,66,33,14,1800,1830,1830,1829,,,0
964,31312,"Arrarte, Juan Bautista",,,,,,16,6,1830,1829-12-17,17,,12,1829,,1830-06-16,,31300,30000,,,,60673,,60600,,TRUE,1,1,14,1,,60600,60000,31312,60673,31300,30000,31312,3,1,,,,,,,,,31312,,31312,31300,,31300,,,,51,,,,,,Amistad Habanera,31312,,,,,270,,284,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/91,93","AHNM, Estado, leg. 8015, 9",,,,,,,,,181,,,,,91,66,33,14,1800,1830,1830,1829,,,0
965,31312,"Aspeitia, Francisco",,,,,,21,6,1830,1829-12-28,28,,12,1829,,1830-06-21,,31300,30000,,,,60673,,60600,,TRUE,1,1,14,1,,60600,60000,31312,60673,31300,30000,31312,3,1,,,,,,,,,31312,,31312,31300,,31300,,,,51,,,,,,Asuncion,31312,,,,,270,,284,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/91,93","AHNM, Estado, leg. 8033, 28","AHNM, Estado, leg. 8015, 12",,,,,,,,175,,,,,91,66,33,14,1800,1830,1830,1829,,,0
966,,"Solan, A",,,,,,25,6,1830,1829-11-05,5,,11,1829,,1830-06-25,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Iberia,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/91,93",,,,,,,,,,232,,,,,25,66,33,14,1800,1830,1830,1829,,,0
967,31324,"Casas, L",,,,,,28,6,1830,1829-12-03,3,,12,1829,,1830-06-28,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31324,60999,31300,30000,31324,3,,,,,,,,,,31312,,31312,31300,,31300,,,,51,,,,,,Urraca,31324,,,,,270,,284,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/93","FO84/319,Tolme,40.08.29,enc","AHNM, Estado, leg. 8020, 15","AHNM, Estado, leg. 8033, 28",,,,,,,207,,,,,91,66,33,14,1800,1830,1830,1829,,,0
968,,"Rodriguez, J J",,,,,,3,7,1830,1829-09-15,15,,9,1829,,1830-07-03,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Indagadora,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/91,93",,,,,,,,,,291,,,,,25,66,33,14,1800,1830,1830,1829,,,0
969,,"Malbar, A",,,,,,4,7,1830,,,,,,,1830-07-04,,,,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,,,,,,,,,,,,,,,31300,,,,1,,,,,,Negrito,31399,,,,,444,,490,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/93",,,,,,,,,,,,,,,20,66,33,14,1800,1830,1830,1830,,,0
970,,"Prats, Gaspar",,,,,,16,7,1830,1829-10-18,18,,10,1829,,1830-07-16,,31300,30000,,,,60673,,60600,,TRUE,1,1,14,1,,60600,60000,31312,60673,31300,30000,31312,3,,,,,,,,,,31312,,31312,,,31300,,,,51,,,,,,Barbarita,31312,,,,,270,,284,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/91,93","FO84/110,Goodwin,30.02.04","AHNM, Estado, leg. 8015, 49",,,,,,,,271,,,,,91,66,33,14,1800,1830,1830,1829,,,0
971,31312,"Torre, Francisco de la",,,,,,,7,1830,1829-04-01,1,,4,1829,,,,31300,30000,,,,,,,,TRUE,163,1,9,3,,60900,60000,21601,60999,21600,20000,21601,3,,,,,,,,,,31312,,31312,31300,,21600,,,,51,,,,,,Fenix (a) Phoenix,21601,82,,,,82,,95,,,"PP,1845,XLIX:593-633","AHNM, Estado, leg. 8033, 28","NARA, Atlanta, RG60,Box4,""Feniz""",,,,,,,,,,,,,,91,66,33,14,1800,1830,1830,1830,,,0
972,,"Zavala, J R",,,,,,9,9,1830,1829-12-29,29,,12,1829,,1830-09-09,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,1,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Ligera,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/91,93",,,,,,,,,,254,,,,,25,66,33,14,1800,1830,1830,1829,,,0
973,,"Capera, A",,,,,,30,9,1830,1829-10-04,4,,10,1829,,1830-09-30,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,1,,,,,,,,,31312,,31312,,,31300,,,,1,,,,,,Vengador,31399,600,,,,600,,662,,,"PP,1845,XLIX:593-633",,,,,,,,,,,361,,,,,20,66,33,14,1800,1830,1830,1829,,,0
974,,"Aguilleiro, R",,,,,,19,10,1830,1830-03-07,7,,3,1830,,1830-10-19,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,1,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Marinerito,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/49,91,93",,,,,,,,,,226,,,,,25,66,33,14,1800,1830,1830,1830,,,0
975,,"Manzana, S",,,,,,22,10,1830,1830-04-04,4,,4,1830,,1830-10-22,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31399,60999,31300,30000,31399,3,1,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Segunda Gallega,31399,,,,,277,,307,,,"PP,1845,XLIX:593-633","IUP,ST,13/A/49,91,93",,,,,,,,,,201,,,,,25,66,33,14,1800,1830,1830,1830,,,0
978,50422,"Viana, João",,,,,,5,7,1829,,,,,,,1829-07-05,,50400,50000,,,,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,5,"Ferreira, João Antônio",,,60707,,,,,,,50499,50400,,50400,,,60700,40,,,,,,Desengano Feliz,50422,471,,,49,471,,520,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71","AHNA, cod. 7182",,,,,520,,520,,30,30,49,0.09,82,66,33,14,1800,1829,1829,1829,,,0
979,,"Santos, José Freitas dos",,,,,,13,7,1829,1828-12-16,16,,12,1828,,1829-07-13,,50400,50000,,,,60799,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,5,"Almeida, João Rodrigues Pereira de",,,60734,,,,,50422,,50422,,,50400,,,60700,5,,,,,,Seis de Fevereiro,50422,246,,,33,246,,279,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"JC, 22/12/1828",,,,279,,279,209,36,36,33,0.12,38,66,33,14,1800,1829,1829,1828,,,0
980,,"Roberto, Vítor",,,,,,30,7,1829,,,,9,1828,,1829-07-30,,50400,50000,,,,60711,60717,60700,60700,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,5,"Martins, Diogo Cândido",,,60711,,,,,50422,,50422,,,50400,,,60700,7,,,,,,Torquato,50422,272,,,5,272,,277,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"JC, 06/09/1828",,,,277,,277,,31,31,5,0.02,40,66,33,14,1800,1829,1829,1828,,,0
981,,"Ferreira, Luiz da Costa",,,,,,31,7,1829,,,,,,,1829-07-31,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,5,"Guimarães, Constantino Dias Pinheiro",,,60711,,,,,,,50499,,,50400,,,60700,1,,,,,,Restaurador,50422,498,,,66,498,,564,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,564,,564,,32,32,66,0.12,20,66,33,14,1800,1829,1829,1829,,,0
982,,"Silva, João Antônio da",,,,,,1,8,1829,,,,,,,1829-08-01,,50400,50000,,,,,,,,TRUE,1,1,14,1,60725,60700,60000,50422,60725,50400,50000,50422,6,5,"Guimarães, Manoel José Ribeiro",,,60725,,,,,,,50499,,,50400,,,60700,2,,,,,,Esmênia,50422,245,,,5,245,,250,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,250,,250,,23,23,5,0.02,25,66,33,14,1800,1829,1829,1829,,,0
983,,"Caldas, Francisco Elesbão Correa",,,,,,3,8,1829,1828-12-05,5,,12,1828,,1829-08-03,,50400,50000,,,,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,5,"Santos, Joaquim Ferreira dos",,,60707,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Economia,50422,332,,,39,332,,371,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"JC, 22/12/1828",,,,371,,371,241,30,30,39,0.11,82,66,33,14,1800,1829,1829,1828,,,0
984,50424,"Fidalgo, Antônio dos Reis",,,,,1829,7,8,1829,1828-10-07,7,,10,1828,,1829-08-07,,50400,50000,,6,1829,60734,60707,60700,60700,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,5,"Oliveira, Manoel Francisco de",,,60734,,,,,50422,,50422,50400,,50400,,,60700,20,,,,,,Ulisses,50422,589,,,67,589,,656,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"AHNA, Códice D-1-5","JC, 13/10/1828",,,656,,656,304,32,32,67,0.1,57,66,33,14,1800,1829,1829,1828,,,0
985,,"Neves, Jacinto de Souza",,,,,,9,8,1829,,,,,,,1829-08-09,,50400,50000,,,,,,,,TRUE,1,1,14,1,60725,60700,60000,50422,60725,50400,50000,50422,6,5,"Braga, José Antônio Marques",,,60725,,,,,,,50499,,,50400,,,60700,2,,,,,,Júlia,50422,207,,,,207,,207,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,,,,,207,,207,,30,30,0,0,25,66,33,14,1800,1829,1829,1829,,,0
986,,"Oliveira, Antônio Francisco de",,,,,,15,8,1829,1828-08-20,20,,8,1828,,1829-08-15,,50400,50000,,,,60799,60730,60700,60700,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,5,"Ferreira, João Antônio",,,60703,,,,,50422,,50422,,,50400,,,60700,7,,,,,,Penha,50422,190,,,18,190,,208,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"JC, 21/08/1828",,,,208,,208,360,33,33,18,0.09,40,66,33,14,1800,1829,1829,1828,,,0
987,,"Santos, Vicente Tomás dos",30,,,,,27,8,1829,1828-03-20,20,,3,1828,,1829-08-27,,10200,10000,4,6,1829,60810,,60800,,TRUE,49,1,14,1,60810,60800,60000,50422,60810,50400,50000,50422,6,,"Porto, Antônio Alves da Silva",,,60810,,,,,10203,,10203,,,50400,,,60800,1,,,,,,Maria Teresa,50422,237,,,45,237,,282,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"ANTT,JC,Mç62,Cx204","AHMOP,SGC4,Lv2",CapelaNotes,"AHU,Moçambique,Cx 227 No 32",282,,282,525,84,78,45,0.16,20,66,33,14,1800,1829,1829,1828,,,0
988,,"Branco, Joaquim Lúcio",,,,,,28,8,1829,1829-03-31,31,,3,1829,,1829-08-28,,50400,50000,,,,60717,60711,60700,60700,TRUE,1,1,14,1,60717,60700,60000,50422,60717,50400,50000,50422,6,,"Ramos, Custódio Francisco",,,60717,,,,,50422,,50422,,,50400,,,60700,2,,,,,,Seis de Fevereiro,50422,193,,,10,193,,203,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/71",Florentino,"JC, 01/04/1828",,,,203,,203,150,30,30,10,0.05,25,66,33,14,1800,1829,1829,1829,,,0
